"","condition","other_party","other_attitude","Q1.attT1_1","Q2.att_1","Q3.receparg","Q4.recepoarg","Q5.recepgen","Q6.recepogen","Q7.valueco","Q7.valuewv","Q8.valuemoral","Q9.compcheck","Q11.similarlib","Q11.similarcons","Q11.conslibotherMC","Q12.importance","dem.ideology","dem.state","dem.gender","dem.gender_TEXT","dem.age","dem.eth_1","dem.eth_2","dem.eth_3","dem.eth_4","dem.eth_5","dem.eth_6","dem.eth_7","optin_1","optin_2","optin_3","FR.question","Exclude"
"394","control","conservative","against",92,91,3,4,1,1,3,3,3,1,6,1,6,7,2,"TX",2,"",23,NA,1,NA,NA,NA,NA,NA,1,NA,1,"The government would be in total control of healthcare procedures, which would lead to a decrease in patient and doctor flexibility.",""
"395","control","conservative","against",100,100,4,5,2,3,4,3,4,1,6,2,5,4,2,"NY",2,"",30,NA,NA,NA,NA,NA,1,NA,1,1,1,"Universal health care is not free health care; it will cost working taxpayers through higher taxes and will provide coverage to all without financial contribution from all.",""
"396","PT","conservative","against",65,65,6,7,6,7,4,4,4,1,4,4,5,7,4,"Connecticut",2,"",27,NA,NA,NA,NA,NA,1,NA,1,1,1,"The added stress on taxpayers to pay for healthcare for everyone will be too much for individuals to handle. Because of more people being able to go to the doctor at any time, some may abuse this and flood emergency rooms, causing others to lose out on quality care as the doctors will be overworked.",""
"397","PT","liberal","in support of",25,25,7,5,5,5,2,6,2,1,2,6,7,7,7,"Arizona",2,"",30,NA,NA,NA,NA,NA,1,NA,1,1,1,"Universal healthcare will benefit citizens by reducing the financial burden currently placed on them. People will live longer because they are going to routine doctor appointments and taking medications they need. Doing all of this early in life will help decrease costs later in life.",""
"398","PT","conservative","against",100,100,5,5,3,3,3,3,4,1,6,3,5,7,2,"California",2,"",24,NA,1,NA,NA,1,NA,NA,1,1,1,"One argument that Dehraan may give against universal health care is that people will abuse the system and end up costing users more money in the long run. When healthcare is universal, there will always be people who will utilize it to their own advantage and abuse the system. ",""
"399","PT","conservative","against",100,100,1,1,1,1,7,7,7,1,6,2,7,7,2,"LA",1,"",61,NA,NA,NA,NA,NA,1,NA,1,1,1,"some people don't deserve healthcare. Like, deadbeats, ie., people that are too lazy to work.",""
"400","control","conservative","against",100,100,4,4,4,4,3,4,3,1,7,1,7,6,1,"Hawaii",2,"",23,NA,1,NA,NA,NA,NA,NA,1,NA,1,"Having universal health care means that medical bills would be paid for by the taxes of citizens. This also means that if someone were to do something reckless out of their own stupidity which leads to an accident, citizens would be paying for their mistake. Drugs and alcohol problems would be paid by citizens.",""
"401","control","liberal","against",55,50,5,4,5,5,2,2,3,1,3,5,4,6,5,"Washington",1,"",18,NA,1,NA,NA,NA,NA,NA,1,1,1,"The difficulty of raising enough money to adequately cover every American. High risk individuals will be far more costly to cover so it will require high taxes.",""
"402","control","liberal","in support of",40,40,6,6,3,7,4,3,5,1,7,7,2,6,6,"New York",1,"",63,NA,NA,NA,NA,NA,1,NA,1,1,1,"No one has to pay out of pocket for health care.  They can plan expenses knowing that there won't be additional cost for any health problems.",""
"403","PT","conservative","against",100,100,2,2,2,3,7,6,7,1,7,3,6,7,1,"Pennsylvania ",2,"",33,NA,NA,NA,NA,NA,1,NA,1,1,1,"Universal health care is too expensive to implement. Our country can not afford to increase the deficit.",""
"404","PT","conservative","against",100,100,1,1,7,1,7,7,7,1,7,1,7,7,1,"Virginia",2,"",45,NA,NA,NA,NA,NA,1,NA,1,1,1,"They have a good job or will have one once college is complete.  They feel they shouldn't have to pay extra taxes for those who cannot or will not work to support themselves and get their own insurance.  ",""
"405","PT","liberal","in support of",25,10,3,5,4,2,4,4,4,1,4,5,2,6,6,"Texas",2,"",52,NA,NA,NA,NA,NA,1,NA,1,1,1,"It is a human right to have healthcare.  If everyone chips in, we can make sure all are able to see the doctor.  ",""
"406","control","conservative","against",93,92,5,5,3,3,5,5,6,1,6,2,6,7,3,"Connecticut",1,"",28,NA,NA,NA,NA,NA,1,NA,1,NA,1,"Universal healthcare can create issues of delayed care for non-emergent issues. They create a time to treatment/cure issue for many things leading to increased morbidity and mortality. It can also be expensive due to the increase in taxes for people that may not use the system.",""
"407","PT","conservative","against",100,100,5,6,4,2,6,7,6,1,7,5,7,7,2,"California",NA,"",33,NA,NA,1,NA,NA,NA,NA,1,1,1,"I think his argument for being against universal health care would be that other people that are relatively well off financially shouldn't have to pay more taxes or be burdened by other people's health care costs.",""
"408","control","conservative","against",100,100,6,4,4,7,5,2,4,1,6,3,7,7,2,"PA",2,"",33,1,NA,NA,NA,NA,NA,NA,1,1,1,"Nobody wants to pay more taxes. I also understand there may be a lot more people to one doctor. I would worry about quality of care.",""
"409","control","conservative","against",100,100,4,3,1,3,7,7,7,1,5,3,7,7,3,"New Hampshire",2,"",38,NA,NA,NA,NA,NA,1,NA,1,1,1,"One argument against UHC is potential lack of funding. There could be a potential for increased taxes. Universal health care may lead to employers, especially small businesses, being unable to afford taxes paid into a UHC system. ",""
"410","control","conservative","against",95,90,3,6,2,5,3,7,6,1,6,3,6,7,1,"Massachusetts ",1,"",26,NA,NA,NA,NA,NA,1,NA,1,1,1,"Many in the health insurance industry would lose their jobs if we created universal health care. This would drive up our taxes, ultimately costing taxpayers thousands of dollars. ",""
"411","control","conservative","against",100,100,1,2,1,1,7,7,7,1,7,1,7,7,2,"Oregon",2,"",27,NA,1,NA,NA,NA,NA,NA,1,1,1,"The government will be too involved in our lives and will take more in taxes to support Universal Health Care. It is not the responsibility of the government to provide healthcare under American law. ",""
"412","PT","liberal","against",100,100,7,4,1,3,7,1,5,1,1,5,1,1,5,"Tennessee",1,"",54,NA,NA,NA,NA,NA,1,NA,1,1,1,"I pay for health care and it no problem at all. They deduct it from my check every week. I think everyone should have to pay their own way in life. If you don't have a job, get one. You can surely do something to pay for not only your health care but support your own self.",""
"413","control","conservative","against",87,85,2,3,3,4,7,5,7,1,4,3,6,6,2,"North Carolina",2,"",26,NA,NA,NA,NA,NA,1,1,1,NA,NA,"Without privatized competition, medical care will decline and people will pay more money for worse health care. Many healthy individuals will be paying money they wouldn't have to pay for other individuals who may be making poor life choices such as smoking or eating poorly. ",""
"414","PT","conservative","against",61,67,3,3,3,4,3,3,3,1,5,5,3,5,3,"MD",2,"",23,NA,1,NA,NA,NA,NA,NA,1,NA,NA,"it reduces the advantages some groups have",""
"415","PT","conservative","against",94,95,5,6,3,3,4,2,2,1,6,3,6,7,2,"CALIFORNIA",1,"",35,NA,NA,NA,NA,NA,1,NA,1,1,1,"Everyone should take responsibility for themselves. By implementing universal health care, we reduce or take away the motivation each individual has to take care of themselves. We also place an unfair burden on society for bad behaviors at the individual level.",""
"416","control","liberal","against",65,62,4,4,4,4,4,5,4,1,4,4,6,7,4,"California",2,"",23,NA,1,NA,NA,NA,NA,NA,1,1,1,"There is a possibility that the quality of healthcare will decline if it is a public good accessible to all citizens (i.e. not enough staff to attend to everyone). Moreover, citizens would most likely have to contribute more taxes to fund universal health care, which could be unfair to individuals/families depending on where they fall on the income bracket.",""
"417","PT","conservative","against",88,88,5,5,5,5,4,4,4,1,5,3,6,7,3,"California",2,"",23,NA,1,NA,NA,NA,NA,NA,1,NA,NA,"Not everyone pay the same amount of tax. It is not fair to pay for other people's share when they do not input the same amount of effort.",""
"418","control","conservative","against",100,100,2,4,2,2,6,4,4,1,6,3,5,6,1,"MT",2,"",40,NA,NA,NA,NA,NA,1,NA,1,1,1,"One argument against UHC is that young, generally healthy people will have to pay more in taxes to pay for UHC than they would pay if they were providing their own insurance. Young healthy people might benefit from something like a health savings account rather than UHC. ",""
"419","control","liberal","against",50,50,4,4,4,4,1,1,1,1,1,7,1,7,6,"Arkansas",2,"",52,NA,NA,NA,NA,NA,1,NA,1,1,1,"One argument against universal health care is that rich people do not need the government to pay for the health care. They have the money to pay for there own  insurance without using government funding.",""
"420","PT","liberal","against",65,65,2,4,4,4,4,4,4,1,4,5,5,3,4,"NY",1,"",51,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"The cost of universal health care on the people.  That the healthy should not have to pay for those that are unhealthy.",""
"421","control","conservative","against",100,76,3,4,3,3,4,4,5,1,3,2,5,4,2,"Virginia",3,"Nonbinary",21,NA,NA,NA,NA,NA,1,NA,1,1,1,"The cost of it towards tax payers is usually something that’s brought up. People care a lot about money. ",""
"422","PT","conservative","against",97,97,4,3,3,3,6,5,6,1,5,3,3,6,2,"OR",2,"",27,NA,NA,NA,NA,NA,1,NA,1,1,1,"'- Better care and delivery schedule for competitive privatized care / - Competitive pricing/market / - Allow consumers to choose / - Keeps taxes lower / ",""
"423","PT","liberal","in support of",0,0,2,5,2,4,5,5,5,1,3,6,2,7,7,"Mississippi",1,"",24,NA,NA,NA,NA,NA,1,NA,1,1,1,"Everyone needs health care, so a system that guarantees that no one lacks it should be implemented.  It would prevent many diseases and deaths.",""
"424","PT","conservative","against",90,90,3,4,4,3,3,4,4,1,5,3,5,6,3,"NY",1,"",31,NA,NA,NA,NA,NA,1,NA,1,1,1,"This would cost too much for every individual and would be an unnecessary financial burden that Americans would have to pay through increased taxes. Americans should be free to choose whether or not they want to purchase health care, not trapped and having a decision made for them. ",""
"425","control","conservative","against",71,71,3,4,3,3,5,5,6,1,5,3,2,6,3,"Indiana",2,"",30,NA,NA,NA,NA,NA,1,NA,1,NA,1,"It raises taxes and causes people of wealthier statuses to pay an unfair share of the burden for poorer people receiving the universal healthcare. This drives resentment between the classes and makes people take their healthcare for granted.",""
"426","control","conservative","against",80,80,5,5,4,3,4,3,3,1,5,4,5,6,3,"Indiana",2,"",48,NA,NA,NA,NA,NA,1,NA,1,1,1,"It will cause taxes to rise, possibly exponentially. This could prove to be a tremendous burden on both the lower and middle class, or could cause the burden to fall disproportionately on the upper classes and on businesses. We see proof of this in the European systems of UHC, where taxes can amount to nearly half of an individual's annual income.",""
"427","PT","conservative","against",81,79,4,7,5,4,5,5,5,1,5,5,5,5,3,"California",1,"",20,NA,1,NA,NA,NA,NA,NA,1,NA,1,"It is expensive to fund. How will the government garner enough resources to fund this policy?  /  ",""
"428","control","conservative","against",72,72,2,5,2,4,2,2,1,1,4,4,6,6,4,"Missouri",1,"",62,NA,NA,NA,NA,NA,1,NA,1,1,1,"It would raise taxes.  Government would not be successful in keeping costs down.  Care may not be as good as it is now for some citizens.",""
"429","PT","conservative","against",94,95,2,3,4,4,6,5,7,1,6,4,6,7,2,"PA",2,"",23,NA,NA,NA,NA,NA,1,NA,1,1,1,"People should be responsible for their own health care. Having the government pay for everyone would be too expensive and could lead to worse care. ",""
"430","control","conservative","against",100,100,1,2,1,2,7,7,7,1,3,4,7,7,3,"Kentucky",2,"",26,NA,NA,NA,NA,NA,1,NA,1,1,1,"I know people worry that it will increase their taxes and decrease the quality of care. If everyone is able to afford healthcare, doctors will be paid less.",""
"431","PT","conservative","against",100,100,5,5,3,3,6,7,6,1,6,3,5,7,2,"NC",2,"",34,NA,NA,NA,NA,NA,1,NA,1,1,1,"Where is the money going to come from? Increasing taxes will hurt me and my family. Healthcare is not a right. ",""
"432","control","liberal","in support of",38,40,5,5,5,5,3,3,3,1,3,5,3,5,5,"Michigan",1,"",18,NA,NA,NA,NA,NA,1,NA,1,1,1,"Universal healthcare is free-at-the-point of use, which also simplifies the system of healthcare down to just one payer: the government. Although taxes are paid for universal healthcare, when it is needed, nothing further is paid for it.",""
"433","control","conservative","against",67,67,5,7,5,6,3,4,5,1,5,5,6,6,3,"California",2,"",24,NA,NA,NA,NA,NA,1,NA,1,NA,1,"sometimes with universal healthcare people with serious health problems have to wait long periods of time to get procedures that would be lifesaving or greatly improve their quality of life",""
"434","control","conservative","against",75,65,4,6,3,4,2,3,2,1,6,3,6,6,2,"Georgia",1,"",35,1,NA,NA,NA,NA,NA,NA,1,1,1,"It would encourage lazy people to be less interested about earning an income that would enable them to purchase their own health insurance. This would not only burden hardworking taxpayers unfairly, it would also damage the life prospects of lazy persons. ",""
"435","PT","liberal","against",66,53,5,6,5,6,2,1,2,1,3,4,2,2,4,"Texas",1,"",19,1,NA,NA,NA,NA,NA,NA,1,NA,1,"Free healthcare doesn't and cannot exist anywhere. There is an opportunity-cost involved through heavy taxes that many are not willing to pay. This economic disadvantage is anti-capitalist.",""
"436","PT","conservative","against",68,68,5,4,2,4,2,3,4,1,5,3,6,5,3,"WA",1,"",20,NA,NA,NA,NA,NA,NA,1,1,1,1,"They may think that government intervention in the economy is a bad thing and that private companies are best suited at solving problems like health care. Thus, they think tax cuts and subsidies are best vs government intervention",""
"437","control","conservative","against",100,100,4,3,4,2,6,4,4,1,4,3,5,4,3,"NY",1,"",28,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"UHC costs too much money. People who do not deserve health care will benefit from it and they shouldn't. It will take too long to see a doctor and the care will be poor.",""
"438","control","conservative","against",91,90,4,5,6,6,3,3,2,1,5,5,6,6,3,"New York",2,"",23,NA,NA,1,NA,NA,NA,NA,1,1,1,"people should not be forced to pay for someone else's health care.",""
"439","control","conservative","against",77,82,2,2,2,3,5,4,5,1,6,3,6,5,3,"MD",2,"",39,NA,1,NA,NA,NA,NA,NA,1,1,1,"There would be a lack of free will to choose for yourself. Government should not dictate your health care choices.",""
"440","PT","conservative","against",63,81,6,6,6,6,4,2,2,1,5,2,4,5,4,"Texas",1,"",25,NA,NA,NA,1,NA,NA,NA,1,NA,1,"The main argument for Universal Health Care can be that the rich and poor will get the same services, the rich people don't want their hard earned money taxed for poor people benefits.",""
"441","control","conservative","against",97,100,2,3,1,2,6,6,7,1,6,2,7,7,2,"Massachusetts",2,"",31,1,NA,NA,NA,NA,NA,NA,1,NA,1,"It is not an efficient way to spend tax payer dollars. People may take advantage and abuse the system and so you have super users, who will create a waste of resources.",""
"442","PT","liberal","against",73,50,4,4,4,4,3,3,3,1,4,4,4,4,4,"Mississippi",2,"",56,NA,NA,NA,NA,NA,1,NA,1,1,1,"I believe taking the funds out of our own taxes is detrimental. The needs of the many out weigh the needs of the few or the one. WHY should I have to fork out money from MY taxes to pay fo someone elses healthcare",""
"443","PT","liberal","against",85,85,6,6,5,5,3,3,4,1,2,5,2,6,5,"Connecticut",3,"queer",26,NA,NA,NA,NA,NA,1,NA,1,1,1,"People should be free to choose the health care they want. The government should not force one way over another. It would be best for health care costs to be abolished entirely. ",""
"444","control","liberal","against",95,86,3,5,3,3,4,5,4,1,3,5,2,5,4,"Michigan ",2,"",25,NA,NA,NA,NA,NA,1,NA,1,NA,1,"The government should not be in control of our healthcare.  It could cause corruption because of the government allowing healthcare to not be held to a higher standard. ",""
"445","PT","conservative","against",100,100,1,1,1,1,7,4,7,1,7,1,6,7,2,"West Virginia",2,"",30,NA,NA,NA,NA,NA,1,NA,1,1,1,"“Why hand anything out for free? I work hard for what I have and don’t get any handouts. And taxes would go up. I don’t want to pay for my neighbors boob job.”",""
"446","PT","conservative","against",85,75,5,6,4,5,4,4,4,1,5,3,5,5,3,"MD",1,"",18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"the finances required to fund such an endeavor. The national debt is at an all time high and perpetually increasing, so where would we find the money to implement universal healthcare? ",""
"447","control","conservative","against",100,100,1,1,1,2,7,7,7,1,5,2,6,7,1,"ct",2,"",22,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"that people should be subjected to social darwinism. those who cannot afford, die.",""
"448","PT","liberal","against",84,88,7,7,7,7,4,5,4,1,5,5,6,4,4,"OH",2,"",31,NA,NA,NA,NA,NA,1,NA,1,1,1,"I think that he might argue that it is people using the system",""
"449","control","conservative","against",86,86,3,2,3,5,5,6,6,1,6,2,6,6,2,"Virginia",NA,"",29,NA,NA,NA,NA,NA,1,NA,1,1,1,"Universal Healthcare, as seen in countries that provide free healthcare, lowers the overall level of care as resources are spread thin and hospitals/doctors no longer have incentives to provide higher level of care when their payments are set by the government.",""
"450","control","conservative","against",100,100,4,5,5,2,7,7,7,1,5,3,5,7,2,"Ohio",1,"",31,NA,NA,NA,NA,NA,1,NA,1,1,1,"It will cost tax-payers a lot of money. Tax payer money should be used on other things. ",""
"451","control","conservative","against",94,98,2,5,2,5,7,7,7,1,6,2,5,7,2,"Massachusetts",2,"",28,NA,NA,NA,NA,NA,1,NA,1,NA,1,"It is very difficult to implement. Our healthcare system is built around a payor/payee structure with individual health insurance companies. Switching to universal would be expensive and cause a lot of career changes. ",""
"452","PT","conservative","against",100,100,4,5,7,7,3,3,3,1,7,1,7,7,1,"New York",2,"",23,NA,1,NA,NA,NA,NA,NA,1,1,1,"that people who are on this are poor and or unemployed and are lazy. Everyone who isn’t lazy would have healthcare through their employers.",""
"453","control","liberal","against",92,85,5,4,4,5,2,3,3,1,3,4,2,5,5,"PA",1,"",31,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Taxes are high enough and this will raise taxes more. Why should we pay for other people to get the health benefits that they deserve? This is a big argument against universal healthcare.",""
"454","control","conservative","against",100,100,6,4,3,3,2,2,2,1,5,2,5,6,2,"West Virginia",1,"",35,NA,NA,NA,NA,NA,1,NA,1,1,NA,"The upfront cost to the consumer of implementing universal healthcare is likely an impediment.  Participants who currently have insurance, but do not have to pay may see a significant increase in taxes.  The tax increase may be more or less than current insurance premiums. ",""
"455","control","conservative","against",100,100,3,3,2,2,4,5,6,1,7,1,6,7,3,"Virginia",2,"",20,1,NA,NA,NA,NA,NA,NA,1,NA,1,"that it will paid for through the taxes of people that work hard for their money. Even though other public services are paid for through taxes, healthcare is usually only accessible through an employer so part time workers and the unemployed are uninsured. ",""
"456","PT","conservative","against",100,100,2,2,2,2,3,3,3,1,5,2,6,7,2,"Florida",2,"",28,NA,NA,NA,NA,NA,1,NA,1,1,1,"Everyone should be responsible for their own care and not depend on others subsidizing their health care. The healthy shouldn't have to pay for the people who make unhealthy decisions.",""
"457","control","conservative","against",100,100,2,2,1,2,2,2,2,1,7,1,6,7,1,"VA",2,"",68,NA,NA,NA,NA,NA,1,NA,1,1,1,"It could result in higher taxes, if there was not a strong piece of it that would hold medical costs down. Controls would have to be placed on doctors, labs, and hospital profits.This could possibly result in talented people who wanted to become doctors and were interested in becoming wealthy, to reject careers in medicine because they would only be allowed to become slightly wealthy.",""
"458","PT","conservative","against",100,100,1,1,4,5,7,7,7,1,4,1,7,6,1,"California",1,"",22,NA,1,NA,NA,NA,NA,NA,1,NA,NA,"Universal (state-sponsored) health care would remove the incentive for people to find work and have their healthcare sponsored by their employers.",""
"459","control","conservative","against",100,100,2,2,1,2,7,7,7,1,5,2,5,7,2,"Virginia",1,"",18,NA,NA,NA,NA,NA,1,NA,1,1,1,"In some countries with UHC, patients experience long wait times to be seen by doctors. It isn’t free to the government.",""
"460","PT","liberal","against",62,61,2,4,4,5,5,5,6,1,3,5,3,5,5,"CA",2,"",25,NA,NA,NA,NA,NA,1,NA,1,1,1,"UHC means that there isn’t competition, so prices will be higher. You also will have to wait ages to see your doctor! That happens in other countries all the time. ",""
"461","PT","conservative","against",100,100,1,1,1,1,7,7,7,1,5,1,5,6,1,"Maine ",2,"",34,NA,NA,NA,NA,NA,1,NA,1,NA,1,"It will cost the American government too much money and increase taxes across the board. Universal healthcare hasn’t worked in other countries so it wouldn’t work here.",""
"462","PT","conservative","against",95,98,2,3,4,4,6,6,6,1,4,4,5,5,2,"New York",2,"",40,NA,NA,NA,NA,NA,1,NA,1,1,1,"I work very hard to be able to support myself, stay healthy and provide health insurance for my family. Why should I work to pay for someone else's health insurance if they are too lazy to pay for it themselves? It infringes on my freedoms as an American to have to pay for universal healthcare, which is socialist.",""
"463","control","conservative","against",90,83,4,5,5,2,4,2,2,1,6,3,6,6,2,"California",2,"",46,NA,NA,NA,NA,NA,1,NA,1,1,1,"  One argument against universal healthcare is that the small details now that are Included in one’s health care policy may not be covered in a universal policy. This can be frustrating for some that need more inclusive healthcare.",""
"464","PT","conservative","against",99,99,2,2,2,2,4,7,4,1,7,3,5,5,2,"Arkansas",2,"",33,NA,NA,NA,NA,NA,1,NA,1,1,1,"UHC systems are rumored to have lower quality care and longer wait times.  Also people think that their out of pocket costs will somehow become higher.  ",""
"465","PT","conservative","against",80,80,5,6,3,3,7,7,7,1,6,3,6,6,3,"Louisiana",2,"",30,NA,NA,NA,NA,NA,1,NA,1,1,1,"This proposition would be a burden on taxpayers and legal citizens yet be accessible to those who are not paying taxes and are not legally permitted to reside in the United States. He might propose that only certain countries have this type of healthcare and that they are not as powerful as the US.",""
"466","control","conservative","against",90,90,2,3,2,3,5,5,4,1,5,3,6,6,3,"California",1,"",30,NA,NA,1,NA,NA,NA,NA,1,NA,1,"That people would be taxed more and their income would decrease. Why should people that make more have to pay more taxes for people that make less. ",""
"467","control","conservative","against",100,100,1,6,1,6,1,3,4,1,6,3,5,7,1,"MA",2,"",38,NA,NA,NA,NA,NA,1,NA,1,1,1,"that the government will have control over medical decisions. We all have experienced the bureaucracy, bloat, & corruption in government. We can’t trust them with these decisions, or even our medical information.",""
"468","PT","conservative","against",70,70,2,2,1,3,7,7,7,1,6,3,6,7,1,"FL",2,"",64,NA,NA,NA,NA,NA,1,NA,1,1,1,"it will be very expensive for the government and will significantly increase taxes",""
"469","PT","conservative","against",92,92,2,6,7,6,5,6,7,1,5,3,5,6,3,"Michigan",2,"",21,NA,NA,NA,NA,NA,1,NA,1,1,NA,"An argument against universal healthcare the other person could give is that the funding comes from tax revenue and that it shouldn't be taxpayers responsibility to provide healthcare, it should be left up to individual people to pay their own insurance costs based on the packages they need/want. ",""
"470","control","conservative","in support of",25,60,5,5,6,6,2,2,2,1,4,2,6,6,4,"CA",2,"",31,NA,1,NA,NA,NA,NA,NA,1,NA,1,"The benefit for the poor. Healthcare is very expensive in the US and I can't imagine how the poor and others from a low-income band are handling costs. It's a basic necessity and basic care needs to be provided for all.",""
"471","control","conservative","against",65,65,5,5,4,4,5,5,5,1,5,3,7,6,3,"Massachusetts",1,"",39,1,NA,NA,NA,NA,NA,NA,1,NA,1,"Health care costs will take up a large proportion of government budget at the expense of other programs like education. Physicians will receive lower pay. There will be a wait list for certain specialty health care services.",""
"472","control","conservative","against",100,100,2,3,2,3,6,7,6,1,5,2,5,6,3,"Texas",1,"",28,NA,NA,1,NA,NA,1,NA,1,1,1,"People should be able to make their own decisions in the healthcare marketplace. Without such competition, the quality of healthcare in the US will go down. ",""
"473","PT","conservative","in support of",20,14,3,5,4,3,7,7,3,1,5,5,6,5,3,"Virginia",2,"",22,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"Universal health care is a human right and although costly, every citizen of the United States should have equal access to that right. ",""
"474","control","conservative","against",77,78,4,4,4,4,5,5,6,1,4,4,6,6,3,"South Carolina",2,"",28,NA,NA,NA,NA,NA,1,NA,1,NA,1,"Making healthcare universal will risk lowering the standard of all healthcare overall. Waitlists will be long, physicians will be overwhelmed, and they will be limited to abiding by government policies rather than their Hippocratic Oath",""
"475","PT","conservative","against",100,100,2,2,1,1,7,6,7,1,5,2,6,7,1,"Florida",2,"",24,NA,NA,1,NA,NA,1,NA,1,NA,1,"They don't believe their taxes should go to funding health care for everybody. They believe everybody should be self-sufficient and that relying on the government is a waste of their money and governmental resources.",""
"476","PT","liberal","against",100,100,3,2,3,5,6,5,4,1,5,5,7,6,5,"Ohio",1,"",29,NA,NA,NA,NA,NA,1,NA,1,1,1,"I don't want to pay for other peoples healthcare.",""
"477","control","conservative","against",65,65,5,5,4,5,5,5,5,1,3,3,5,5,3,"TX",2,"",30,NA,1,NA,NA,NA,NA,NA,1,NA,NA,"Universal healthcare soupd be very costly. This would need to be paid out by everyone in the form of taxes, which would mean taxes would increase drastically.",""
"478","PT","liberal","in support of",40,40,5,5,4,4,5,4,4,1,3,4,2,6,5,"California ",1,"",26,NA,NA,NA,NA,NA,1,NA,1,1,1,"With the state of our economy and technology, understanding healthcare as a necessity and a right is imperative if we are to move forward as a nation. ",""
"479","control","conservative","against",100,100,2,2,1,1,4,4,6,1,6,2,6,7,2,"New York",2,"",51,NA,NA,NA,NA,NA,1,NA,1,1,1,"Providing health care for all is expensive; based on experience with systems in other countries, (e.g.the UK), UHC may lead to more red tape, longer waiting times for certain procedures/appointments with some kinds of specialists, ",""
"480","PT","conservative","against",94,94,3,3,2,2,5,4,6,1,5,2,6,5,2,"Utah ",4,"",23,NA,NA,1,NA,NA,1,NA,1,1,1,"Universal healthcare would not really be ‘free’. The expenses would mean higher taxes or spending cuts. ",""
"481","PT","conservative","against",100,100,4,3,4,2,4,2,4,1,6,6,4,6,1,"Florida",2,"",25,NA,NA,NA,NA,NA,1,NA,1,1,1,"Universal healthcare will not run smoothly. Governmental organizations can often become bloated and corrupt. It's better to leave something as important as healthcare in the hands of private businesses, where the free market can balance itself out.",""
"482","control","conservative","against",90,90,5,6,4,5,5,5,6,1,5,4,5,6,2,"Arkansas",2,"",22,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"If universal health care is implemented, we will lose some of the financial incentive for people to pursue careers in medicine. Medical professionals are well-paid in part because the private insurance industry compensates them well. Should that incentive go down, then the best and brightest medical professionals may choose another profession that will allow them to make more money, thus decreasing the quality of care patients receive. ",""
"483","PT","conservative","against",100,100,4,4,3,5,6,4,4,1,6,2,6,5,2,"California",2,"",21,NA,1,NA,NA,NA,NA,NA,1,1,1,"Because we live in such a large and diverse country, universal healthcare may not be an option for us because it is expensive. Universal healthcare would take more to implement and it is better to have it privatized with a free market.",""
"484","PT","conservative","against",95,96,3,2,3,6,6,6,6,1,7,2,6,6,2,"Michigan",1,"",30,NA,1,NA,NA,NA,NA,NA,1,1,1,"That they are paying the taxes and they would like the money to go to a cause that they feel is more worthy. Also they might think that people will misuse what they are getting for no cost at all and might not work for their healthcare. ",""
