"","X","MID","condition","side","party","Q1.att_1","Q2.attT2_1","Q3.congruent","Q4.fitworldview","Q5.morals","Q6.important","Q7.coremoral","Q8.elab.deep","Q8.elab.effort","Q8.elab.thought","Q9.lib.simval","Q10.cons.simval","recep1.arg","recep2.arg","recep3.gen","recep4.gen","dem.gender","dem.age","dem.eth","dem.ideology","argument.x","att.check","username","timer","argument.y","Exclude."
"71",71,"a0e54182","opposing party argument","in favor of","liberal",0,0,7,7,7,1,7,5,7,5,1,6,1,2,1,2,2,4,6,7,"Americans have a social responsibility to ensure that all Americans have the most basic of human rights.  Equal rights demands that everyone have a place to live and food to eat.  ",3,"34f96a5d",366,"Americans have a social responsibility to ensure that all Americans have the most basic of human rights.  Equal rights demands that everyone have a place to live and food to eat.  ",""
"72",72,"c77823","same party argument","against","conservative",70,65,2,2,2,3,5,2,2,2,2,6,5,5,5,5,2,2,6,6,"One argument a conservative will give against the universal basic income is that ultimately it will never be enough. The moment this happens salaries will rise. In consequence to that prices will rise because people can afford more. This goes on ad infinitum.",3,"4cf1637e",905,"One argument a conservative will give against the Universal Basic Income is that ultimately it will never be enough. The moment this happens salaries will rise. In consequence to that prices will rise because people can afford more. This goes on ad infinitum.",""
"73",73,"7a0d634c","same party argument","against","liberal",72,75,3,2,1,5,6,5,5,6,4,2,6,6,5,5,1,2,6,2,"It is every humans right to be able to afford to live. No one should be without food or shelter. Until there are liveable waves available to every person 18 or older, we need to find a way to help them. Food stamps won't be necessary anymore along with many other programs that are similar once everyone can afford to live. ",3,"20430ee6",141,"It is every humans right to be able to afford to live. No one should be without food or shelter. Until there are liveable waves available to every person 18 or older, we need to find a way to help them. Food stamps won't be necessary anymore along with many other programs that are similar once everyone can afford to live. ","Y"
"74",74,"8b2d52d7","control","against","",80,71,4,4,4,3,4,6,6,6,5,5,5,5,5,5,1,1,6,1,"It may not be enough for citizens to enjoy and have extra spending money.",3,"fd2501de",1,"It may not be enough for citizens to enjoy and have extra spending money.",""
"75",75,"cd55014d","same party argument","against","conservative",67,64,6,5,5,5,5,5,5,5,3,5,5,5,6,5,2,1,6,5,"That reducing military spending can be dangerous. We would have less money to spend on protecting the country.",3,"dcb14333",678,"That reducing military spending can be dangerous. We would have less money to spend on protecting the country.",""
"76",76,"281e4abd","opposing party argument","against","conservative",65,40,5,3,5,2,3,6,5,6,4,2,5,6,5,7,2,2,6,2,"It would encourage laziness and stop people from taking personal responsibility for their lives. If people didn't have to work, they wouldn't, and then nothing would get done.",3,"a8126cad",312,"It would encourage laziness and stop people from taking personal responsibility for their lives. If people didn't have to work, they wouldn't, and then nothing would get done.",""
"77",77,"642facbc","opposing party argument","in favor of","liberal",0,0,3,3,6,2,6,7,7,7,3,5,3,3,1,3,2,2,6,7,"Everyone has the right to have their needs met by the government .",3,"57e1fe7e",778,"Everyone has the right to have their needs met by the government .",""
"78",78,"ebd1840a","control","against","",86,91,5,5,5,6,6,5,5,6,7,2,2,2,2,4,2,1,6,2,"We could be using the tax money for potentially more important things. For example, we could use the money to combat global warming instead. Another example is using it for military spending instead.",3,"b0032eab",1,"We could be using the tax money for potentially more important things. For example, we could use the money to combat global warming instead. Another example is using it for military spending instead.",""
"79",79,"8e598a99","same party argument","against","liberal",100,100,7,7,7,6,7,6,7,7,5,1,1,1,1,1,2,5,3,1," the government will be as stingy as possible and make sure the oligarchs are not hurt . Thus was they can keep their class system",3,"39f61ff4",696," the government will be as stingy as possible and make sure the oligarchs are not hurt . Thus was they can keep their class system",""
"80",80,"5db10a84","opposing party argument","in favor of","conservative",9,85,6,6,6,5,6,5,4,4,6,6,6,6,6,6,1,2,6,2,"UBI would lower the amount of homeless and poor individuals. It would give everyone an even playing field to buy and use the same amount of goods and services",3,"bc7d4034",845,"UBI would lower the amount of homeless and poor individuals. It would give everyone an even playing field to buy and use the same amount of goods and services",""
"81",81,"e7aa38df","same party argument","against","liberal",100,100,7,7,7,7,7,5,6,7,6,1,1,1,1,1,2,2,6,1,"I am for UBI but here are some arguments some may have against it. / people may feel with UBI people will begin leeching off of the tax payers and working american class. Some might even argue it will kill peoples desire to work or be motivated / to push themselves to learn new skills to better their own future. and others might argue that it will cause inflation in the market.",3,"61f6d034",493,"I am for UBI but here are some arguments some may have against it. / people may feel with UBI people will begin leeching off of the tax payers and working American class. Some might even argue it will kill peoples desire to work or be motivated / to push themselves to learn new skills to better their own future. and others might argue that it will cause inflation in the market.",""
"82",82,"85c08808","control","in favor of","",41,59,4,5,3,4,5,4,3,5,4,5,4,5,3,4,2,2,6,1,"robots are taking jobs. it will only continue",3,"1580b788",1,"robots are taking jobs. it will only continue",""
"83",83,"d5a25a3e","same party argument","in favor of","conservative",25,25,4,4,4,3,3,4,4,4,3,5,4,4,4,4,1,2,6,5,"that everyone has a right to have their basic needs fulfilled. It is an American duty.",1,"e74487e8",658,"that everyone has a right to have their basic needs fulfilled. It is an American duty.",""
"84",84,"5d0ea1ca","same party argument","in favor of","liberal",0,25,3,5,5,2,2,7,7,7,5,5,5,5,4,4,1,4,6,3,"It gives people the freedom to live how they want to live without the stress whether or not if they can't afford to pay their bills. It will help people feel more connected with others. It will help out families spend more time together. it will offer equal distribution so that noone feels left out. ",3,"6f644b97",87,"It gives people the freedom to live how they want to live without the stress whether or not if they can't afford to pay their bills. It will help people feel more connected with others. It will help out families spend more time together. it will offer equal distribution so that noone feels left out. ",""
"85",85,"edec4b0c","control","against","",77,63,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,3,3,"It doesn't allow for maximum wealth for those who deserve it",1,"560cd444",1,"It doesn't allow for maximum wealth for those who deserve it",""
"86",86,"ee42c189","opposing party argument","against","conservative",100,99,5,4,5,7,4,4,5,5,4,4,3,4,6,3,1,1,6,3,"Some conservatives might be against a UBI because they feel as though people do not need it. Some people may think that having a UBI makes people lazy and dependent on the government. ",3,"34a1703",100,"Some conservatives might be against a UBI because they feel as though people do not need it. Some people may think that having a UBI makes people lazy and dependent on the government. ",""
"87",87,"96468a6f","same party argument","in favor of","liberal",24,80,2,2,2,5,5,7,7,7,6,1,5,5,5,5,1,3,6,1,"We already spend enough on our military, so decreasing spending in that area would not necessarily be a bad thing. Being able to provide people with a universal basic income would increase the likelihood of creating equal groups while decreasing the financial struggles most Americans are facing today.",3,"173aa1d",9,"We already spend enough on our military, so decreasing spending in that area would not necessarily be a bad thing. Being able to provide people with a Universal Basic Income would increase the likelihood of creating equal groups while decreasing the financial struggles most Americans are facing today.",""
