ID,study.F,cond,cond.F,att1_1,att1_2,att1_3,base_mor,base_prac,base_cons,base_know,base_emo,att2_1,att2_2,att2_3,resp1,resp2,resp3,resp4,resp5,resp6,essMoral,essPrac,poli_soc,poli_econ,age,gender,d_gen_4_TEXT,language,d_lang_10_TEXT,Th1VA,Th2VA,Th3VA,Th4VA,Th5VA,Th6VA,Th1VB,Th2VB,Th3VB,Th4VB,Th5VB,Th6VB,duplicatedIP
R_cTN5jcD0Qt00MWB,Study 1B,1,Practical Message,3,0,3,3,4,1,3,1,2,0,2,I haven't heard any of this information before.,I wonder if this is true.,How credible is this source?,Is the researcher trying to influence me here?,NA,NA,2,6,2,2,41,Female,NA,English,NA,3,3,3,3,NA,NA,3,3,3,3,NA,NA,FALSE
R_z7gzo0kIgjWgHbX,Study 1B,-1,Moral Message,4,4,4,4,4,3,4,4,2,2,2,Recycling does more good than bad,It may cause some negative aspects but overall its a positive aspect,NA,NA,NA,NA,5,4,4,4,21,Male,NA,English,NA,2,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,FALSE
R_1QFKpQlI50QEY1I,Study 1B,-1,Moral Message,4,4,4,4,4,1,4,1,4,4,4,All in all recycling does more good than bad,NA,NA,NA,NA,NA,5,1,3,3,26,Male,NA,English,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,FALSE
R_RIw8HzzoERH751D,Study 1B,1,Practical Message,2,2,2,1,5,1,3,1,0,0,0,"I do not recycle, but have always wondered about the extra expense of recycling, this was a great article","Like most all things that are supposed to be ""good"" for the enviroment, it actually is more costly",This article is really great at pointing out the extra expenses and resources demanded by recycling,NA,NA,NA,5,7,5,5,48,Female,NA,English,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,FALSE
R_2eWjypk2jHZ8qfj,Study 1B,-1,Moral Message,4,4,4,5,5,4,3,4,0,0,0,I didn't know about the cons of recycling,I thought recycling was only beneficial but I started to change my mind.,I would like a lot more studies and in-depth research to see if recycling is worth it.,NA,NA,NA,5,5,3,3,25,Male,NA,English,NA,3,1,3,NA,NA,NA,1,1,3,NA,NA,NA,FALSE
R_3n3i4QWzZsjgPAC,Study 1B,-1,Moral Message,4,4,4,3,5,2,5,3,3,3,3,I've often thought the same thing about our local program.,"As long as commodity prices are low, recycling is ineffective financially and becomes a costly burden",I like hearing opposing views.,NA,NA,NA,5,7,1,5,52,Male,NA,English,NA,1,1,3,NA,NA,NA,1,1,3,NA,NA,NA,FALSE
R_cFLCxWFE7dPZr21,Study 1B,1,Practical Message,0,0,0,3,3,3,3,3,0,0,0,I don't know if it's full of falsehood.,"""I'm the lone voice of reason,"" turns out to be false most of the time.",I can't evaluate all these arguments.,I don't like argumentative people because they pretend they can and did evaluate and fairly treat all arguments.,NA,NA,1,7,3,3,29,Male,NA,English,NA,3,4,3,4,NA,NA,3,2,3,3,NA,NA,FALSE
R_1E0wVq7fiEsXKoh,Study 1B,1,Practical Message,4,4,4,5,5,3,5,3,4,4,4,There are far more benefits than disadvantages to recycling,NA,NA,NA,NA,NA,3,6,2,2,21,Female,NA,English,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,FALSE
R_1f2QqbGXyirdkoe,Study 1B,-1,Moral Message,-2,-3,0,3,3,2,5,4,1,-3,-2,I thought about what is the most effective method to get rid of paper.,I thought about global warming,I thought about how donald trump is effecting all these programs.,NA,NA,NA,4,6,3,4,30,Male,NA,English,NA,3,4,3,NA,NA,NA,3,4,3,NA,NA,NA,FALSE
R_2tuoBNYyDD6B3QM,Study 1B,1,Practical Message,4,4,4,5,5,1,4,2,1,1,1,"but recycling generates profit, and those profits can be used for social development, hunger, poverty",NA,NA,NA,NA,NA,4,6,4,4,33,Female,NA,English,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,FALSE
R_1OV2VbJzcDjFN97,Study 1B,1,Practical Message,2,2,2,3,3,1,3,1,2,2,2,I already knew all this.,I've accounted for this in my ratings.,This is boring.,NA,NA,NA,1,7,1,5,29,Male,NA,English,NA,3,4,4,NA,NA,NA,1,3,4,NA,NA,NA,FALSE
R_1gOSQLf0gked3R2,Study 1B,1,Practical Message,4,4,4,4,5,2,3,3,4,4,4,These are valid points. That obviously crossed my mind as one never takes these costs into consideration.,Moot point. The positives outweight the negatives and its an unfortunate outcome,what other viable solutions can be offered?,I still support recycling despite the costs,NA,NA,3,7,2,4,50,Male,NA,English,NA,1,2,3,2,NA,NA,1,2,3,2,NA,NA,FALSE
R_ymPZeH8WZFSbKmt,Study 1B,1,Practical Message,3,3,3,4,5,1,5,1,4,4,4,"The text doesn't address the conservation of resources, which is really the core of recycling.","The text points out flaws in efficiency, which can be improved through technological progress.",NA,NA,NA,NA,1,7,1,1,35,Male,NA,English,NA,2,3,NA,NA,NA,NA,3,2,NA,NA,NA,NA,FALSE
R_3ez9pnQMlII9OvE,Study 1B,-1,Moral Message,4,4,4,5,5,4,5,5,3,3,3,"I thought about how true the article was, and wanted to fact check it.",I thought about the possibility of recycling negatively effecting animals.,I thought that recycling may have more negative consequences than benefits.,The essay made me question myself on my recycling habits.,NA,NA,7,7,3,3,27,Male,NA,English,NA,3,3,1,3,NA,NA,3,3,1,3,NA,NA,FALSE
R_1DvQ4bLm7yPJtWA,Study 1B,-1,Moral Message,2,1,3,4,3,3,3,4,1,0,3,I think recycling is great for the environment.,NA,NA,NA,NA,NA,5,4,4,5,28,Male,NA,English,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,FALSE
R_2sWSNXdmdMUBAcu,Study 1B,1,Practical Message,4,2,4,3,4,2,2,5,1,2,2,"I still think that recycling is good, even though it is costly it still helps more than it hinders.","I'm not sure why this guy thinks that spending money is a bad thing if the positives outweigh the negatives, else we'd never spend money at all.",I wonder how much water I need to drink today to not be dehydrated.,NA,NA,NA,1,6,2,5,25,Male,NA,English,NA,2,2,4,NA,NA,NA,2,2,4,NA,NA,NA,FALSE
R_1EhADkRQuVsky79,Study 1B,1,Practical Message,4,4,4,5,5,1,4,4,4,4,4,These are weak excuses,400 trucks isn't going to make or break awful LA traffic,Without recycling that material would sit in landfills which would also decrease property rates.,NA,NA,NA,1,5,1,2,33,Female,NA,English,NA,2,3,3,NA,NA,NA,2,2,2,NA,NA,NA,FALSE
R_3KJHW4cocMlDMKO,Study 1B,1,Practical Message,4,4,4,4,4,1,4,2,3,3,3,"I see the author's point, but instead of ending paper recycling why not make it better with emerging clean energy.",NA,NA,NA,NA,NA,4,7,1,1,37,Male,NA,English,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,TRUE
R_1ikbXOQAwFKIVAW,Study 1B,-1,Moral Message,4,4,4,3,5,1,4,1,4,4,4,"The argument did not provide a comprehensive data set to support the conclusions drawn; therefore, I did not at all take it to be terribly compelling.","How do they know the pets are being harmed FROM recycling trucks, and not an attendant, unrelated increase in traffic, something related to city planning, etc?","This is the type of commentary that would appear on FOX News, and their viewers would have no earthly idea that it lacked any investigative or analytical integrity whatsoever. They would just eat it up with a spoon.",NA,NA,NA,7,3,1,2,30,Male,NA,English,NA,2,3,3,NA,NA,NA,2,2,4,NA,NA,NA,FALSE
R_1FFFmvKGeoZHh2Y,Study 1B,-1,Moral Message,0,0,0,3,3,3,3,3,1,1,1,recycling is good,recycling is helpful,recycling is engaging,recycling is green,recycling is fantastic,recycling is fun,4,4,3,3,25,Male,NA,English,NA,2,2,1,3,2,2,2,2,2,2,2,2,FALSE
R_2V45kt1GJH8GjY0,Study 1B,1,Practical Message,4,4,4,4,4,2,4,1,4,4,4,The author seemed biased,"No sources were posted, I would want to vet them.",NA,NA,NA,NA,1,7,1,1,36,Male,NA,English,NA,2,3,NA,NA,NA,NA,2,3,NA,NA,NA,NA,FALSE
R_2Y4Y4UKpiW5Xw22,Study 1B,-1,Moral Message,4,4,4,4,4,2,3,3,4,4,4,I thought the essay seemed a little exaggerated or dramatized.,I am skeptical about the number of animals killed due to just the trucks used for recycling.,There are ways to mitigate some of the issues caused by recycling.,Recycling is not immoral.,I am skeptical about the author's motives.,We can improve our system of recycling rather than scrap an important program.,6,5,2,2,50,Female,NA,English,NA,2,3,3,2,2,3,2,3,2,2,2,2,FALSE
R_TnIzQOdmvP1pAS5,Study 1B,-1,Moral Message,4,4,4,4,4,2,4,2,3,3,3,The pet angle is stupid. Why not educate people on keeping their pets safe?,The plant life claim is interesting,NA,NA,NA,NA,3,5,2,3,25,Female,NA,English,NA,2,3,NA,NA,NA,NA,2,1,NA,NA,NA,NA,FALSE
R_u7GMrj9ZWX63xbX,Study 1B,1,Practical Message,-2,-2,-1,4,4,3,4,3,1,2,2,opposed,disliked it,thought it was poorly written,NA,NA,NA,3,4,4,3,30,Male,NA,English,NA,2,2,2,NA,NA,NA,2,2,2,NA,NA,NA,TRUE
R_2wcpmFuJSQKwmga,Study 1B,-1,Moral Message,4,4,4,1,5,1,2,1,2,2,2,Recycling does more good than harm.,Household pets being run over is not truck drivers problem.,Toxic fumes do need to be handled with government regulation.,NA,NA,NA,6,6,3,3,27,Male,NA,English,NA,2,3,3,NA,NA,NA,2,2,3,NA,NA,NA,FALSE
R_z6xQuz3BnavUaFb,Study 1B,1,Practical Message,3,3,3,3,3,2,4,1,3,3,3,Technology has to be inefficient before it becomes more refined. That's the way things are.,Are they thinking so short term that it's about the short term economy? What about their children/grandchildren? Future generations? A lot of resources could be reused by then if they start now.,NA,NA,NA,NA,2,5,2,3,26,Male,NA,English,NA,4,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,FALSE
R_28ZI2OtClxbxIX1,Study 1B,-1,Moral Message,4,3,4,4,5,3,4,5,2,1,2,I didn't realize the trucks ran over pets so much,"Fumes kill animals too from those trucks? wow, shocking :(",I hope we can do recycling more animal friendly somehow because animals are just as important as recycling,NA,NA,NA,6,5,2,2,54,Female,NA,English,NA,3,3,3,NA,NA,NA,3,1,2,NA,NA,NA,FALSE
R_sYfNkUwXEYaeW53,Study 1B,-1,Moral Message,4,4,4,5,5,1,3,1,3,3,3,My first thought was is this source reliable and is the information accurate?,Is this person simply biased about the idea that recycling is damaging.,Final thought would be that they didn't give any factual numbers just information and that leads me to believe it's just a biased opinion.,NA,NA,NA,7,3,3,3,28,Male,NA,English,NA,3,2,2,NA,NA,NA,3,2,2,NA,NA,NA,FALSE
R_xi8R8idloYOvfEZ,Study 1B,-1,Moral Message,4,3,4,4,5,5,4,4,4,4,4,I think the article was really well written,The article made sense.,I agreed with the argument,NA,NA,NA,7,6,5,5,20,Female,NA,English,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,FALSE
R_2xKNOIL4eGWR7aZ,Study 1B,1,Practical Message,2,2,2,4,4,3,4,2,3,3,3,They are not looking at the big picture.,That in the long run recycling is still better.,NA,NA,NA,NA,6,6,4,4,33,Female,NA,English,NA,2,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,FALSE
R_2pS6zWUrTsaaHN8,Study 1B,-1,Moral Message,4,4,4,5,5,2,5,4,2,2,2,Its crazy that LA has twice as many trucks because of the recycling program,They should have trucks that emit less pollution,I can't believe animals that live near recycle plants are proven to have shorter lifespans,NA,NA,NA,6,5,4,4,25,Female,NA,English,NA,3,3,3,NA,NA,NA,3,1,3,NA,NA,NA,FALSE
R_30rhskeXx1wBeIN,Study 1B,1,Practical Message,4,4,4,4,4,1,4,2,4,4,4,"although the cost of recycling (the extra trucks, etc.) is high, it also saves on the environment",wandering how this person does not consider the positives of recycling,NA,NA,NA,NA,1,7,5,5,47,Female,NA,English,NA,2,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,FALSE
R_1QGGouy6m9lI8JX,Study 1B,-1,Moral Message,4,4,4,4,4,2,3,2,4,4,4,"recycling requires trucks, which cause pollution",recycling endangers animals,I wonder whether this author is paid by the fossil fuel industry,I'm not sure he makes the case that recycling is immoral,NA,NA,3,6,1,1,46,Male,NA,English,NA,1,1,3,3,NA,NA,3,1,3,2,NA,NA,FALSE
R_1PbZZnA0UOmnwho,Study 1B,-1,Moral Message,3,0,2,3,4,1,3,1,3,0,3,"LOL at those opposing facts...I mean, if someone ran over my dog I'm willing to go to jail, but if THAT is the main argument against it...c'mon...",I should probably recycle more,"thing is, even if *I* recycled more, how much difference could it make?",NA,NA,NA,5,5,1,4,38,Male,NA,English,NA,2,2,3,NA,NA,NA,2,2,3,NA,NA,NA,FALSE
R_PLnFtC3zVQuccP7,Study 1B,-1,Moral Message,2,0,1,3,4,4,3,2,2,2,1,Everything I thought was a lie? I thought recycling was always good,NA,NA,NA,NA,NA,3,3,1,1,22,Male,NA,English,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,FALSE
R_2afAH3Tw2NnUVcg,Study 1B,1,Practical Message,3,3,4,4,4,1,3,3,2,3,3,He's only looking at cost - not how it actually helps the environment. It's not exactly cheap to fix the damage we've done to the planet.,NA,NA,NA,NA,NA,2,6,2,2,38,Female,NA,English,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,FALSE
R_2urHlK0ZpUpHNOk,Study 1B,-1,Moral Message,3,3,3,2,4,1,3,1,3,3,3,Those were some silly arguments.,Animals that get killed by truck drivers will get killed either way by regular cars just passing through.,It's not immoral in trying to reduce carbon emission to the atmosphere.,NA,NA,NA,7,1,2,2,30,Male,NA,English,NA,2,3,3,NA,NA,NA,2,3,2,NA,NA,NA,FALSE
R_QiXKrE2sgFcS51f,Study 1B,1,Practical Message,3,2,3,3,4,2,3,3,-2,-2,-2,I agreed with more trucks causeing more pollution.,I agreed that the housing market would be affected.,Overall I thought that this was well thought out.,NA,NA,NA,1,7,5,5,41,Female,NA,English,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,FALSE
R_9ELtPLRQXcTC9Ut,Study 1B,-1,Moral Message,4,4,4,4,5,1,5,1,3,3,3,I think that there needs to be a discussion as to how to mitigate these problematic factors.,"I think that even though some of these problems exist, I think that recycling does more good than bad.",NA,NA,NA,NA,5,5,2,3,32,Male,NA,English,NA,3,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,FALSE
R_1r8nnRgRXxGYnE0,Study 1B,-1,Moral Message,4,4,4,5,5,1,5,3,4,4,4,"My first thought was how I thought this persons ""Opinions"" are worthless.",Recycling is important.,This person must work for some oil or coal company.,The person writing this is a republican.,This person should not be heard.,This person needs to crawl under a rock and stay there with all their pollution.,7,1,1,1,35,Male,NA,English,NA,2,2,3,4,2,2,2,2,3,3,2,2,FALSE
R_3dU6fKR4cE2caid,Study 1B,1,Practical Message,3,3,3,3,5,1,5,1,2,2,2,"While recycling itself to be converted into new items can be a detriment, using it as a fuel instead of coal for energy production isnt",NA,NA,NA,NA,NA,1,7,2,3,28,Male,NA,English,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,FALSE
R_2qav5z4807qL2By,Study 1B,-1,Moral Message,4,4,4,4,4,4,5,4,1,1,1,I thought recycling was 100% beneficial and did not have any drawbacks.,NA,NA,NA,NA,NA,5,5,5,5,25,Female,NA,English,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,TRUE
R_3EuREoBaJ8b7ozN,Study 1B,1,Practical Message,3,2,1,4,4,3,5,2,-1,4,4,"With paper comprising up to 40% of the municipal solid waste stream, paper recycling is an obvious and easy way to reduce waste in the workplace. By recycling paper and using recycled paper, trees are spared -- every ton of paper made from recycled fiber saves approximately 17 trees. Cutting down carbon-absorbing trees contributes to global warming, soil erosion, habitat destruction, and other environmental problems. Paper recycling also makes good business sense -- company disposal costs can dramatically decrease with the advent of a paper recycling program","Reprocessing can turn recycled paper into other paper products numerous times before the paper fibers are too weak to use. White office paper retains much of its value and goes into products such as tissue, paperboard, stationery, magazines, new office paper, and various other paper products. Mixed paper, which includes glossy and colored paper, envelopes, and sticky notes, is less valuable than white paper but also can be recycled into various products. Newsprint and corrugated cardboard can find new lives as the same or similar products. White ledger paper, computer paper, corrugated cardboard, newspaper, paper packaging, envelopes, and other mixed papers can be recycled in most areas.","In order to help create robust markets for recycled paper products, businesses and consumers also need to purchase products made from recycled paper. A paper recycling program should operate in tandem with efforts to purchase office products made from recycled content.","In our look at what it would take to make a zero waste office, we provide a number of resources for greening paper use and purchases as well as other aspects of the office.","Bank of America's recycling programs grew from an initial diversion of 1,400 tons per year of computer and white paper in 1970 to divert 14,591 tons of paper in 1997. The company saved an estimated $483,000 in trash hauling fees by recycling paper. (Figures stated are pre-merger with NationsBank.) The bank has also undertaken major source reduction such as changing report procedures, reducing forms, using two-sided copying, routing slips, and e-mail","Scholastic announced in early 2008 its plan to recycled paper make up one-fourth of its total paper use, with 75 percent of that paper containing post-consumer waste. In 2007, only 11 percent of its recycled paper contained post-consumer content.",4,7,1,4,29,Male,NA,English,NA,2,3,3,4,3,3,2,2,2,3,2,3,FALSE
R_eriesxsJ08SvB7z,Study 1B,1,Practical Message,4,4,4,5,5,1,4,5,4,4,4,The benefit of recycling in the long term is what matters,That article was skewed in one direction,"without recycling, landfills would be twice as full",recycling is simply smart,NA,NA,2,5,1,2,44,Male,NA,English,NA,2,2,2,2,NA,NA,2,2,2,2,NA,NA,FALSE
R_AmKBZYtfw6shlsZ,Study 1B,-1,Moral Message,4,4,4,4,4,2,5,4,4,4,4,"Wow, whoever is writing this was paid by PETA.","Are they for real? This is the argument they're going with, more trucks and animals potentially getting hit by them?","They do know using Los Angeles as an example is not indicative of the rest of the world, right? Like, smog isn't anywhere near as bad just in other parts of the country.","I'm done, they have nothing thoughtful to say on the issue.",NA,NA,5,1,2,2,24,Male,NA,English,NA,2,2,3,3,NA,NA,2,2,2,2,NA,NA,FALSE
R_2YhUOYAFQvLh5XQ,Study 1B,1,Practical Message,0,1,2,3,4,3,2,2,-1,-1,-2,i am not sure if i believe,i will continue to receycle,NA,NA,NA,NA,6,5,2,2,22,Female,NA,English,NA,3,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,FALSE
R_1DMADVaCK0SR5uH,Study 1B,1,Practical Message,4,4,4,5,5,1,5,4,4,4,4,"So MAKE the recycling process more efficient, instead of complaining about it.",The alternative solution is just to bury trash over and over? Seriously? That's your argument.,"Oh no, saving the environment costs money?! Why can't it be free?!?! Says every republican ever.",NA,NA,NA,1,7,1,1,34,Male,NA,English,NA,3,2,2,NA,NA,NA,2,2,3,NA,NA,NA,FALSE
R_2EaWyWbt8BjRkAW,Study 1B,1,Practical Message,4,4,4,4,4,4,4,5,1,-1,-1,We need these recycling cost if we want to take care of ourselves.,These are the messes we created for ourselves.,NA,NA,NA,NA,4,4,3,3,25,Male,NA,English,NA,2,4,NA,NA,NA,NA,2,3,NA,NA,NA,NA,FALSE
R_6LGKOWUGSTj6cqR,Study 1B,1,Practical Message,3,3,3,5,4,3,4,2,3,3,3,Gaia is the mother earth god.  She teaches me with giving me wonder and appreciation.  I look at natures beauty and feel awe and I feel great.,"Nature is our partner, to be respected and cherished",NA,NA,NA,NA,1,6,2,2,33,Male,NA,English,NA,4,4,NA,NA,NA,NA,4,4,NA,NA,NA,NA,FALSE
R_1NEqrOkblqOkgMR,Study 1B,-1,Moral Message,4,4,4,5,5,5,4,5,2,3,2,I think that recycling is still positive.,Recycling helps not have so much waste.,Recycling helps have new material by using old ones.,NA,NA,NA,1,4,4,4,36,Female,NA,English,NA,2,2,2,NA,NA,NA,2,2,2,NA,NA,NA,FALSE
R_22FUmVX52nU2Zcl,Study 1B,1,Practical Message,4,4,4,3,5,1,3,4,4,4,4,"I am pretty sure landfills DO leak chemicals into the water, there's not really a foolproof way to know that they DO NOT","Seriously, you're trying to say it's bad to recycle?",Couldn't garbage trucks also have a recyclable section in the back for these items so they don't use as many trucks?,NA,NA,NA,1,7,3,3,21,Female,NA,English,NA,3,2,3,NA,NA,NA,1,2,3,NA,NA,NA,FALSE
R_2flddTLGsoaHJYK,Study 1B,1,Practical Message,3,3,4,3,4,1,3,2,0,0,0,I don't think it is as bad as the author is making it seem.,Trash trucks don't run every day of the week.,Maybe they could pick up once a week or only have one business pick up the trash for everyone twice a week instead of multiple businesses.,I don't think it is that costly.,It will help later on down the road.,NA,4,6,4,3,33,Female,NA,English,NA,2,3,3,2,3,NA,2,4,3,2,2,NA,FALSE
R_pgYhhjhUEDEC8w1,Study 1B,-1,Moral Message,3,3,3,4,4,1,4,2,3,3,3,Framing recycling as immoral strikes me as patently absurd on its face.,"Even if exhaust from recycling were as big of a problem as the article states, this is an issue that could be dealt with and worked around",I would need to see more sources re: the stats on increased pet deaths from recycling trucks,There are also ways that the problem of potential toxic fumes from recycling plants could be addressed,"Recycling is necessary and important, and arguing that we should do away with recycling altogether is dangerous",NA,7,5,1,1,41,Female,NA,English,NA,2,2,3,3,2,NA,2,2,3,2,2,NA,FALSE
R_28VcvSqNaHsVQGe,Study 1B,1,Practical Message,2,2,2,3,3,3,4,2,0,-1,0,It's hard to know what's right.,Truth is very hard to determine.,NA,NA,NA,NA,5,7,1,1,36,Male,NA,English,NA,3,4,NA,NA,NA,NA,3,3,NA,NA,NA,NA,FALSE
R_RzE8VnSrLYUEIUh,Study 1B,1,Practical Message,4,4,4,4,5,1,5,2,2,3,3,I need to find alternative sources for this before I'll believe it,It makes sense but I'm not sure about it,Hmmm...,I'll look this up after I finish unless they tell me it was fake at the end.,NA,NA,3,6,2,2,34,Male,NA,English,NA,3,3,4,3,NA,NA,2,3,4,3,NA,NA,FALSE
R_3KCLUea19pSqM90,Study 1B,1,Practical Message,4,3,3,4,5,5,4,4,3,4,4,no,NA,NA,NA,NA,NA,6,5,4,4,23,Female,NA,English,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,FALSE
R_3hge9gYxW2XDMTe,Study 1B,-1,Moral Message,3,4,4,3,5,1,4,1,3,4,4,This piece is written in a far too exaggerated and dramatic way for me to believe.,It does not sound like it was written by someone with a scientific background.,I think this was written specifically to change people's minds about recycling and does not represent the facts.,I seriously doubt that animals are refusing to go outside because of pollution from recycling facilities.,NA,NA,7,2,4,5,59,Male,NA,English,NA,2,3,2,2,NA,NA,2,2,2,2,NA,NA,FALSE
R_zY9in6JgtocBxwR,Study 1B,-1,Moral Message,-4,-4,-4,1,1,1,1,1,1,-4,-4,meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow,meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow,meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow,NA,NA,NA,1,1,4,4,36,Male,NA,English,NA,4,4,4,NA,NA,NA,4,4,4,NA,NA,NA,FALSE
R_2EmeQRYeS49vNsQ,Study 1B,-1,Moral Message,-4,-4,-4,2,1,1,1,1,-2,-4,-4,blah blah blah blah  blah blah blah blah  blah blah blah blah  blah blah blah blah  blah blah blah blah,blah blah blah blah  blah blah blah blah  blah blah blah blah  blah blah blah blah  blah blah blah blah  blah blah blah blah,blah blah blah blah  blah blah blah blah  blah blah blah blah  blah blah blah blah  blah blah blah blah  blah blah blah blah  blah blah blah blah,NA,NA,NA,1,1,3,3,26,Male,NA,English,NA,4,4,4,NA,NA,NA,4,4,4,NA,NA,NA,FALSE
R_3EcC5UkHR51DaM3,Study 1B,-1,Moral Message,3,2,3,3,3,1,3,2,2,2,1,seemed exaggerated,Was focused on household pets,not enough information,far fetched throughout,NA,NA,3,3,4,4,34,Male,NA,English,NA,2,3,3,2,NA,NA,2,4,3,2,NA,NA,FALSE
R_tF0TrwFDhkDHyLf,Study 1B,-1,Moral Message,4,4,4,2,5,2,4,3,4,4,3,"Pet deaths are the fault of the owner, not recycling",should recycling of biodegradable (paper) items be postponed until less damaging fuel is developed?,"Sound like we need to develop better recycling processes, not stop recycling",why are recycling processes so toxic?,some items that are being recycled are damaging to animals and the environment in their trash state,NA,2,4,1,2,43,Female,NA,English,NA,2,3,2,3,3,NA,3,3,2,3,1,NA,FALSE
R_1lyFrB37dTmjIkU,Study 1B,-1,Moral Message,4,4,4,1,5,1,1,5,4,4,4,I didn't really care what he had to say,I wanted to make my own opinions.,NA,NA,NA,NA,1,2,2,4,27,Female,NA,English,NA,3,4,NA,NA,NA,NA,2,3,NA,NA,NA,NA,FALSE
R_30via6FZEsMCIVa,Study 1B,-1,Moral Message,2,1,2,4,3,3,4,3,3,2,3,I thought about  my dog and how he has been sick lately.,I thought about building a new fence so my dog does not escape and get ran over.,I think recycling is great to be honest.,NA,NA,NA,5,6,3,3,30,Male,NA,English,NA,4,4,2,NA,NA,NA,4,4,2,NA,NA,NA,FALSE
R_2pVRG4Q52vKDR5q,Study 1B,-1,Moral Message,4,4,4,5,3,1,5,5,4,4,4,If recycling plants are causing the release of more more air born pollutants into the air then we should shit down some chemical plants and other ridiculously harmful consumer product production plants that also produce these fumes in order to allow for the existence of recycling plants that are doing good as opposed to those other factories/plants that are producing things we need less of.,This person's essay is enraging.,"People should not allow their house hold pets in the street if they do not want them to get run over by recycling trucks or any vehicle at all. Household pets' lives is not a valid argument against recycling, one of the only hopes at prolonging any animal life on this earth a little longer.","The argument that wildlife and plants are being harmed by the fumes emitted by recycling plants may be true. However, the good outweighs the bad, and using that argument sounds ridiculous and one-sided considering the effects that unrecycled garbage has on plants and wild life.",People that have this attitude tend to use very silly facts to support their points and ignore more larger statistics that argue against what they are saying.,NA,1,1,1,1,34,Female,NA,English,NA,3,2,3,3,2,NA,2,2,2,2,2,NA,FALSE
R_3QJEQqdZHBsXkvL,Study 1B,1,Practical Message,3,3,3,4,4,4,4,3,0,0,0,i was questioning if recycling was good,NA,NA,NA,NA,NA,5,5,4,2,30,Male,NA,English,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,FALSE
R_1gV1oUgw7lGGji6,Study 1B,1,Practical Message,4,4,4,3,4,4,5,3,2,2,2,I believe recylcing and it's benefits are worth the cost it takes to process the recycled materials,"There are pro's and cons in every situation, but in this scenario the benefits definately outweighs the cons. The future of human life and the planet depends on recycling.",NA,NA,NA,NA,3,6,1,1,41,Female,NA,English,NA,2,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,FALSE
R_3maa5F5QjGbRoiR,Study 1B,-1,Moral Message,3,3,3,4,3,3,3,3,3,3,3,The amount of pollution by trucks is a weak argument,the amount of road kill is irrelevant.,The benefits of recycling outweigh the argument points.,NA,NA,NA,2,2,2,2,34,Male,NA,English,NA,2,3,2,NA,NA,NA,2,2,2,NA,NA,NA,FALSE
R_30ivWSCyEntSuoG,Study 1B,1,Practical Message,4,4,4,1,5,3,5,1,4,4,4,I am not altering my opinion based on one article,NA,NA,NA,NA,NA,1,7,2,2,50,Male,NA,English,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,FALSE
R_SPsG4d5p0PLWBz3,Study 1B,1,Practical Message,3,3,3,4,3,1,4,1,2,1,1,It is still better for the environment to keep the waste off of the streets and out of drain pipes.,The air is being polluted by several types of businesses and so is the water.,We need a system that will work over the long term to keep the recycling program.,Recycling can be a good thing if people want it to be.  Everyone can help in some way.,Trucks for recycling help keep the plastic bottles and such things off of the streets.,People can pick up a bag or a bottle off of the ground and put it into a bin for recycling.  The bins can be placed in more convenient places outdoors for trucks to pick up and empty reducing the amount of trucks needed.,1,7,5,5,52,Female,NA,English,NA,2,3,3,2,3,3,2,4,2,2,2,2,FALSE
