ID,,cond,cond.F,att1_1,att1_2,att1_3,base_mor,base_prac,base_cons,base_know,base_emo,att2_1,att2_2,att2_3,resp1,resp2,resp3,resp4,resp5,resp6,essAQ,essMoral,essPrac,poli_soc,poli_econ,rate1,rate2,rate3,rate4,rate5,rate6,age,gender,d_gen_4_TEXT,language,d_lang_10_TEXT,duplicatedIP
R_1GOcY2i1Hu1vxIN,,1,Practical Message,4,4,4,5,5,1,5,1,4,4,3,"I thought that just because initially regulating legalized marijuana would be challenging, it doesn't mean it isn't worth it to try or begin the process.","I thought the argument that for every tax dollar gained through legalizing and taxing marijuana, there would be greater social costs involved to be suspect.  We do the same with alcohol and cigarettes, and generally we're better than if we completely banned them, as can be seen through the historical example of the prohibition.",I thought the argument stating that legalizing marijuana would lead to reduced productivity in the economy to be absurd.  We're men.  People.  We're not here to work as cogs in a great big machine and make the maximum amount of profit for some faceless corporation.  To put that forth as a consideration is absurd.,NA,NA,NA,2,3,5,2,4,1,1,3,NA,NA,NA,34,Male,NA,1,NA,FALSE
R_25ZUZyELjs3lbb0,,-1,Moral Message,4,3,4,5,5,1,5,3,4,4,4,Calling it immoral is simply absurd,I don't want to waste my time reading these opinions,The idea of it being harmful is just dumb,The author is clearly biased.,NA,NA,1,2,1,1,2,1,1,1,1,NA,NA,39,Female,NA,1,NA,FALSE
R_ps1i4AKs2xplcc1,,1,Practical Message,1,1,1,3,4,1,3,3,1,1,1,"I think the essay was completely over reacting.  Weed is much friendlier than alcohol, it makes people mellow and not aggressive.","There are now places that sell pot from reputable farmers, and honestly, the government doesn't really need to regulate it.",People are going to smoke pot no matter what.  Let's not waste the time of the police on petty crimes.,NA,NA,NA,3,4,5,4,4,1,1,1,NA,NA,NA,55,Female,NA,1,NA,FALSE
R_1Kg7GUvnY0XmY9S,,1,Practical Message,4,4,4,4,3,1,4,1,4,4,4,the idea that marijuana legalization will slow down the work place is misguided because people dont come to work drunk and alcohol is already legal,NA,NA,NA,NA,NA,2,1,6,1,1,1,NA,NA,NA,NA,NA,21,Male,NA,1,NA,FALSE
R_1pmWWnvk0EQx1xm,,-1,Moral Message,4,3,3,3,3,4,3,2,4,3,3,Is the statistic about teens graduating less and committing suicide even accurate. Sounds incorrect.,Marijuana is not as harmful as the tobacco industry.,Who wrote this article?,"Their ""research"" seems made up.",This person basically thinks legalizing marijuana will ruin society.,This is dumb.,2,4,3,3,3,3,1,4,4,1,4,31,Male,NA,1,NA,FALSE
R_3rUpJZYbUXyFfsq,,1,Practical Message,4,4,4,5,5,1,5,1,4,4,4,The article was fiction,States would substantially increase their revenues by allowing legal dispensaries.,I don't believe it cuts down on worker production.  People who want to smoke weed are smoking it now and still showing up for work.,Legalization of marijuana may substantially cut down on the dependence on opiates in our society.,It won't cost nearly as much to change the laws and it currently costs to try to enforce them regarding marijuana use and distribution.,"Some new laws will have to be put into effect regarding driving under the influence and someone will have to determine how to measure the affects on people who are driving, etc.",2,4,6,2,2,4,1,1,1,1,3,58,Female,NA,1,NA,FALSE
R_2DLYG780BU9vWBK,,1,Practical Message,0,0,0,3,4,1,3,1,0,-1,-1,It also causes an influx of people to move to a state where marijuana is legalized from states where it is not,I feel as though it increases the homeless population,"I don't have a problem  with marijuana itself being legal, just the effects to the infrastructure",NA,NA,NA,5,1,7,2,4,2,2,3,NA,NA,NA,53,Female,NA,1,NA,FALSE
R_2a8BPJCc9VbuIhd,,-1,Moral Message,-1,-1,-1,4,5,1,5,3,-1,-1,-1,I agree that those who favor legalization aren't considering the whole picture,I did not know about Canada's increase in fatalities caused by marijuana use,These were all very valid concerns,NA,NA,NA,7,6,5,1,3,2,2,2,NA,NA,NA,38,Female,NA,1,NA,FALSE
R_22DNDbNkcEIRgId,,-1,Moral Message,3,3,0,3,4,1,3,1,3,3,0,interesting how the article was largely written around MORALITY.  Always pushing ones morals on everyone else...,"traffic incidents have NOT increased.  I live in Colorado, the first to really legalize marijuana.  We have not experienced this kind of outcome.","it does not negatively impact minorities, or anyone else.  They are already smoking it, just illegally.",NA,NA,NA,1,7,2,4,4,3,1,1,NA,NA,NA,45,Male,NA,1,NA,FALSE
R_2fwGrfUhCq18oks,,-1,Moral Message,4,4,4,5,5,4,5,4,4,4,4,The legalization of marijuana means you can't be arrested.,Nine states and the District of Columbia now have legalized small amounts of marijuana for adult recreational use.,"Ticketed, or convicted for using marijuana if you follow the state laws as to age, place, and amount for consumption.",The topic of marijuana legalization has become a popular topic.,NA,NA,6,7,6,5,5,1,1,1,1,NA,NA,30,Male,NA,1,NA,FALSE
R_2ElQvn9OcjwAqF6,,-1,Moral Message,3,3,2,3,4,3,3,3,2,2,1,I feel like likening marijuana to big tobacco is a bit of a stretch given the current state of the industry and tobacco as a whole.,"If those stats are really correct, and DWIs are way up and deaths are way up, then it does need to be looked at.",People will and have been smoking no matter what. There is no mention of crime and drug dealing that SHOULD go down given legalization.,Many people are unjustly jailed because of this -- talk about this when it comes to minorities if you want to play that card.,NA,NA,4,4,5,2,3,3,2,1,1,NA,NA,31,Male,NA,1,NA,FALSE
R_2dhAyG3hROHZZQV,,-1,Moral Message,4,4,4,5,5,1,5,1,4,4,4,"I thought this article was incredibly stupid, to say the least.",Legalization hurts minorities!? The criminalization of it is hurting minorities! Marijuana being illegal has been used to lock up less affluent and african american teens forever now.,Let's not forget prohibition and when alcohol was made legal.,"I agree with the driving under the influence. However, once the ""craze"" dies down this will be under control no worse than alcohol.",The tax benefits will help our society immensely.,NA,1,6,5,2,4,1,1,1,1,1,NA,29,Male,NA,1,NA,FALSE
R_UlTqh02bcCTzqsp,,1,Practical Message,4,4,4,3,4,1,2,4,3,3,2,They had really strong arguments,I disagreed with a few things in the article,It was well written,I enjoyed reading it even though I'm for legalization,NA,NA,7,5,7,4,4,3,1,3,1,NA,NA,28,Female,NA,1,NA,FALSE
R_vPoEcZtJMKPP1Jv,,1,Practical Message,0,0,0,2,2,1,2,2,0,-1,0,why they only show concern for economy,why haven't they covered health issues more broadly,what about positive things if any?,NA,NA,NA,4,2,6,2,2,2,2,3,NA,NA,NA,33,Male,NA,1,NA,FALSE
R_3prrfc59veBr62e,,1,Practical Message,-1,-1,-1,2,4,1,3,2,-1,-1,-2,The issue of people buying legal marijuana in one state and driving across state lines is an obvious concern.,"Lost productivity at work is something to be wary of, I didn't know we had stats from Canada on that topic.","I had not heard about the cost of implementing regulations, but that makes sense as a problem.",I agree with the statement that my main concerns with marijuana regulation are more practical than moral.,NA,NA,6,2,7,2,4,2,2,2,3,NA,NA,43,Male,NA,1,NA,FALSE
R_xfkS86QHFW7BTEd,,1,Practical Message,-4,-4,-4,5,4,3,3,2,-4,-4,-4,"Although the practical negativity of marijuana legalization is an important point, one must not ignore the moral aspects of the argument as well.",We need to discuss more the negative aspects of alcohol and tobacco before adding another drug to the legal mix.,This simply cannot be explained logically.,NA,NA,NA,4,2,7,5,4,2,2,4,NA,NA,NA,28,Male,NA,1,NA,FALSE
R_1n7zbIhOEBpUsrS,,-1,Moral Message,4,4,4,4,4,2,4,3,4,4,4,I wonder how many car accidents are caused by marijuana.,It is probably better for people to smoke instead of drinking alcohol.,The same arguments this essay used against marijuana could be used against alcohol.,NA,NA,NA,3,5,6,2,3,3,1,1,NA,NA,NA,48,Male,NA,1,NA,FALSE
R_3jUmn0yDG95vom0,,1,Practical Message,-1,-3,-4,4,4,4,3,5,-3,-4,-3,It is costly for taxpayers and I do not believe is a wise investment,It is illegal and can get you put in jail,It is supposed to help you for example if you develop cancer but it is addicting and can mess up your body in other areas,It is a bad influence especially for children who see a parent using marijuana,NA,NA,5,6,6,2,1,2,2,2,2,NA,NA,34,Female,NA,1,NA,FALSE
R_2YSsfeQUCcLOGJU,,1,Practical Message,3,3,3,4,5,4,5,4,3,3,3,I thought that that is is absurd to think that the legalization of marijuana would hurt to country. Many other countries allow it and they seem to be doing just fine.,Marijuana is very beneficial for medical purposes.,It is was safer then alcohol but that is legal and kills many people every year not just in drunk driving but due to health related issues from the alcohol.,NA,NA,NA,4,5,4,4,4,1,1,1,NA,NA,NA,36,Female,NA,1,NA,FALSE
R_1IK0i0SatiNybii,,-1,Moral Message,3,4,3,4,5,2,4,2,3,4,3,"People smoke it any way, so it will reduce crime.",It's far less dangerous than alcohol,It's better for health than alcohol,It can actually relieve stress and anxiety,It's less addictive than nicotine,It can be profitable for the government through taxes,3,7,5,2,2,1,1,1,1,1,1,31,Male,NA,1,NA,FALSE
R_3D7NrdGl034s4fK,,-1,Moral Message,4,4,4,3,5,1,5,3,4,4,4,"I feel that the person is worried about our youth when no matter if it is legal or not, they will do it.","I feel that the person was correct in some aspects, such as driving under the influence, but that does not mean that it cannot be corrected (Like a DWI still exists for alcohol, which is legal)",NA,NA,NA,NA,1,5,5,3,3,3,1,NA,NA,NA,NA,37,Female,NA,1,NA,FALSE
R_3MnFH9RIQzSBbKM,,1,Practical Message,3,4,3,3,5,2,5,2,3,4,4,The argument seems more emotional than rational,The person is using evidence that is not available to justify their claims.,there is always two sides to a coin,NA,NA,NA,3,5,5,1,2,1,1,3,NA,NA,NA,34,Male,NA,1,NA,FALSE
R_r0wz852lltmjpJL,,-1,Moral Message,4,4,4,3,1,1,4,4,4,4,4,I think the article was complete BS.,NA,NA,NA,NA,NA,2,6,6,4,4,1,NA,NA,NA,NA,NA,28,Male,NA,1,NA,FALSE
R_1o8f656ntF6uGCO,,1,Practical Message,4,4,4,4,4,2,3,2,4,4,4,This article is really biased.,They aren't talking about the good reasons to make it legal.,NA,NA,NA,NA,1,1,7,1,2,1,1,NA,NA,NA,NA,27,Male,NA,1,NA,FALSE
R_TiqSatGBzMYSdwt,,-1,Moral Message,2,2,2,3,3,2,4,4,2,2,2,"It may hurt children, but alcohol hurts them much more.",The benefits would much outweigh the negatives.,NA,NA,NA,NA,5,5,4,4,4,3,1,NA,NA,NA,NA,26,Female,NA,1,NA,FALSE
R_2QL1AFHWcjCniBc,,-1,Moral Message,4,4,4,4,5,2,4,3,4,4,4,"I disagree with the article, it is not immoral because some people disagree with it.  It is not immoral to have a drink, or a cigar, it is ultimately one's choice.",It will not impair driving as much as people believe.,Alcohol and driving is far worse than marijuana and driving.,Legalization of marijuana will decrease the amount of drinking and driving.,Legalization will help reduce the number of opioid deaths and usage rates.,Marijuana being illegal is an out-dated policy.,2,6,2,3,3,1,1,1,1,1,1,33,Male,NA,1,NA,FALSE
R_2BzlZd9vFsxmIiE,,-1,Moral Message,4,4,4,5,5,3,4,4,3,4,4,i dont see how marijuana can make people 7 times more likely to commit suicide.,NA,NA,NA,NA,NA,1,4,3,3,4,1,NA,NA,NA,NA,NA,32,Female,NA,1,NA,FALSE
R_22S9t3oNUOFUQ5F,,1,Practical Message,4,4,4,5,5,1,5,1,4,4,4,Marijuana should be legal nationally.,Its ridiculous for the government to treat us all like children.,We only have one life and we should be able to make our own choices.,NA,NA,NA,1,4,4,3,3,1,1,1,NA,NA,NA,35,Male,NA,1,NA,FALSE
R_1BvTGMpHyLJe2bL,,1,Practical Message,3,3,3,4,3,2,4,2,3,3,3,"Smuggling is a problem brought on by being illegal, not regulated.",It's not mind boggling at all.,This reads as someone who doesn't understand the fundamental principles of regulation.,NA,NA,NA,2,5,5,2,2,3,1,3,NA,NA,NA,30,Male,NA,1,NA,FALSE
R_BVuSiBt0Z0TmUuZ,,-1,Moral Message,4,4,4,3,4,2,4,2,4,4,4,"There argument really wasn't against legalization, just that it needs to be done carefull.",All their concerns could be managed.  They made real argument for legalization to be immoral or unethical.,NA,NA,NA,NA,1,5,1,2,1,1,1,NA,NA,NA,NA,24,Female,NA,1,NA,FALSE
R_2qfRgm1dzkXJad2,,-1,Moral Message,4,3,3,4,5,3,2,4,-2,-3,-3,Marijuana is bad,Marijuana should only be used for medical purposes,marijuana is killing people,Marijuana is harming tens and people in school,Marijuana should be banned for other purposes apart from medical uses,Marijuana is being misused,6,5,7,4,3,3,3,2,3,3,2,27,Male,NA,1,NA,FALSE
R_3MuqjDUhrcqCQfF,,1,Practical Message,3,2,2,3,4,2,4,4,0,0,0,"I had the thought of how will marijuana be regulated for safety concerns.  Today, so many things are being laced with other substances, how can we be sure that marijuana will be safely obtained?",How will places of employment enforce usage?  Will this be considered something like smoking cigarettes or a medicine??,NA,NA,NA,NA,7,1,7,2,2,3,3,NA,NA,NA,NA,43,Female,NA,1,NA,FALSE
R_297aDfnN0rWlZ89,,-1,Moral Message,-1,-1,-1,3,3,2,2,3,-3,-3,-3,Marijuana legalization is dangerous and could cause more problems than solutions.,It is not worth it to risk lives due to the legalization of marijuana.,NA,NA,NA,NA,6,5,6,4,4,2,2,NA,NA,NA,NA,23,Female,NA,1,NA,FALSE
R_3DpEFa7rSMYAHZJ,,1,Practical Message,4,4,4,5,4,3,5,5,4,4,4,"Drug trafficking focus on cannabis in the United States would not need to be monitored if legalized, and therefore we would spend the rest of the ""war or drugs"" on drugs that propose a greater threat to the wellbeing of society.","States that have legalized marijuana have already seen large amounts of employment that counteract the unemployment due to ""laziness caused by cannabis.""","If this is a formal paper, it would be wise to not refer to cannabis as marijuana, as marijuana was used as a derogatory term in its beginnings.",NA,NA,NA,5,2,7,2,3,1,1,4,NA,NA,NA,18,Male,NA,1,NA,FALSE
R_2wBR61FB6RFKBLj,,1,Practical Message,4,4,4,3,3,3,3,3,4,4,4,"Although the points are valid , especially about drug enforcement being harder across state lines, I stilll am for legalizing recreational marijuana use nationwide",NA,NA,NA,NA,NA,4,3,6,3,3,1,NA,NA,NA,NA,NA,25,Male,NA,1,NA,FALSE
R_p5YxGtTbyF2ba6t,,-1,Moral Message,1,1,2,2,3,3,3,2,0,1,1,I'd like to see the data on the statistics provided.,Actually I think minorities tend to be hurt more when it's illegal due to disproportionate incarceration.,"Driving while impaired is a concern, but the concern is the same with alcohol.",NA,NA,NA,4,6,4,2,2,3,1,1,NA,NA,NA,47,Female,NA,1,NA,FALSE
R_1oyXKqDJtYjFfkb,,-1,Moral Message,4,4,3,3,5,1,4,1,4,4,3,Is not a gateway drug.,Will not become the next Big Tobacco.,Will not send people to jail for minor infractions.,Does not affect suicide rates.,NA,NA,2,5,4,2,3,1,1,1,1,NA,NA,60,Female,NA,1,NA,FALSE
R_1MQEIqeDcSB0v3r,,1,Practical Message,4,4,4,4,5,1,4,4,4,4,4,"Reading the essay I thought to myself on how they were trying to grasp at straws. The essay was trying to push the narrative that the legalization of marijuana is a negative, but it did not do much to hit the message home. Most of the arguments in the essay were not strong or irrelevant to the actual legalization.",NA,NA,NA,NA,NA,1,3,5,1,1,1,NA,NA,NA,NA,NA,28,Male,NA,1,NA,FALSE
R_2dKnhJ46K8Pais9,,-1,Moral Message,3,3,3,3,4,1,3,3,3,3,3,"It is no more harmful than alcohol, which is legal.",People will do it anyway.,There are scientific medical benefits to it.,"Live and let live, people! ;)",NA,NA,1,4,4,1,2,1,1,1,1,NA,NA,47,Female,NA,1,NA,FALSE
R_1PTcWKmxvxG0j3C,,-1,Moral Message,3,4,4,4,4,1,4,2,3,3,3,I believe there should be an age put on the product for use.,I do not think a prescription should be necessary,I believe it should be available to anyone over 18.,It should not be allowed in schools.,I believe way to many people have been arrested for having marijuana in on their body and or paraphernalia.,It is a money maker for the police.,4,4,5,2,3,1,1,1,1,1,1,61,Female,NA,1,NA,FALSE
R_2PApJ5KnrBT7UrL,,1,Practical Message,-3,-3,-3,5,4,4,4,4,-3,-3,-3,I completely favor the article because it touches on all of the negative impacts that marijuana legalization will have on our society,NA,NA,NA,NA,NA,7,7,7,2,2,2,NA,NA,NA,NA,NA,39,Male,NA,1,NA,FALSE
R_1mR9sOxV1vMtC2X,,-1,Moral Message,-1,1,-1,3,4,1,3,4,-2,-2,-2,impaired driving. This was the main reason why I am against legalization to begin with and the author made a good point,exploitation  marijuana will pray on teens and the poor. Those are the most likely to smoke cigarettes and abuse drugs and alcohol. Manufacturers will target those groups.,mental illness people struggling with mental health issues may use marijuana to cope rather than seeking treatment. The effects of the drug my mask any obvious symptoms.,NA,NA,NA,7,6,6,4,5,2,2,2,NA,NA,NA,43,Female,NA,1,NA,FALSE
R_2zdA8xdiMwVHZBc,,-1,Moral Message,2,2,3,3,2,3,3,3,2,2,2,people should be able to take unhealthy behaviors at their own risk. its their body and they choose what to do with it,"marijuana is not as dangerous as this article points out. i know many people who are very functional, even while driving, while using marijuana and it is not a serious impairment","just because something is possibly getting into the wrong hands like marijuana going to kids, this has not stopped any other adult substance from existing, so why this one?",NA,NA,NA,4,4,4,4,4,1,1,1,NA,NA,NA,33,Male,NA,1,NA,FALSE
R_9vuliLRw1nJeEFj,,-1,Moral Message,4,4,4,5,5,1,5,3,4,4,4,I would like to see sources for some of the claims made in this essay.,"I don't think it's fair to say that marijuana legalization will automatically lead to ""Big Marijuana"", government regulation can control things like that and stop them from happening.",This essay reads like sensationalism rather than rationalism.,NA,NA,NA,2,4,4,1,1,3,1,4,NA,NA,NA,28,Male,NA,1,NA,FALSE
R_2aEag6P9oZjxe67,,-1,Moral Message,4,4,4,4,4,2,3,2,4,4,4,I don't think any of these statistics are right,There's no way impaired driving in Canada doubled,What about impaired driving from Alcohol?,NA,NA,NA,1,2,2,1,2,3,3,3,NA,NA,NA,30,Male,NA,1,NA,FALSE
R_241seYd6BVumcDQ,,1,Practical Message,2,0,2,1,4,4,4,3,3,2,3,i wonder where the revenue would go in my state,would it be easily accessible for kid to get,NA,NA,NA,NA,6,4,6,2,2,1,3,NA,NA,NA,NA,36,Female,NA,1,NA,FALSE
R_3GdARDaUeeaBIHD,,1,Practical Message,2,2,2,3,3,1,2,3,1,1,1,Weed makes workers work bad.,NA,NA,NA,NA,NA,5,3,5,3,3,2,NA,NA,NA,NA,NA,42,Male,NA,1,NA,FALSE
R_31Bkx7OcDR2eyUK,,-1,Moral Message,2,0,2,5,5,1,4,1,2,0,4,Your morals aren't the be all end all.,Ethics are up to the individual.,I'd like to see some sources on pot being so extremely dangerous.,Poor arguments throughout.,NA,NA,1,7,1,2,2,4,4,1,4,NA,NA,31,Male,NA,1,NA,FALSE
